"TIME","GEO","ACCOMUNIT","UNIT","NACE_R2","Value","Flag and Footnotes"
"2017","West Yorkshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Yorkshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Derbyshire and Nottinghamshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Derbyshire and Nottinghamshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Derbyshire and Nottinghamshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Derbyshire and Nottinghamshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Derbyshire and Nottinghamshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Derbyshire and Nottinghamshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Leicestershire, Rutland and Northamptonshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Leicestershire, Rutland and Northamptonshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Leicestershire, Rutland and Northamptonshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Leicestershire, Rutland and Northamptonshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Leicestershire, Rutland and Northamptonshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Leicestershire, Rutland and Northamptonshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Lincolnshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Lincolnshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Lincolnshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Lincolnshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Lincolnshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Lincolnshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Herefordshire, Worcestershire and Warwickshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Herefordshire, Worcestershire and Warwickshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Herefordshire, Worcestershire and Warwickshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Herefordshire, Worcestershire and Warwickshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Herefordshire, Worcestershire and Warwickshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Herefordshire, Worcestershire and Warwickshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Shropshire and Staffordshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Shropshire and Staffordshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Shropshire and Staffordshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Shropshire and Staffordshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Shropshire and Staffordshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Shropshire and Staffordshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Midlands","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Midlands","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Midlands","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Midlands","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Midlands","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Midlands","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Anglia","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Anglia","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Anglia","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Anglia","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Anglia","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Anglia","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Bedfordshire and Hertfordshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Bedfordshire and Hertfordshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Bedfordshire and Hertfordshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Bedfordshire and Hertfordshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Bedfordshire and Hertfordshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Bedfordshire and Hertfordshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Essex","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Essex","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Essex","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Essex","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Essex","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Essex","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - West","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - West","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - West","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - West","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - West","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - West","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - East","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - East","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - East","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - East","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - East","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Inner London - East","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - East and North East","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - East and North East","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - East and North East","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - East and North East","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - East and North East","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - East and North East","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - South","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - South","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - South","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - South","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - South","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - South","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - West and North West","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - West and North West","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - West and North West","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - West and North West","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - West and North West","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Outer London - West and North West","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Berkshire, Buckinghamshire and Oxfordshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Berkshire, Buckinghamshire and Oxfordshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Berkshire, Buckinghamshire and Oxfordshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Berkshire, Buckinghamshire and Oxfordshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Berkshire, Buckinghamshire and Oxfordshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Berkshire, Buckinghamshire and Oxfordshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Surrey, East and West Sussex","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Surrey, East and West Sussex","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Surrey, East and West Sussex","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Surrey, East and West Sussex","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Surrey, East and West Sussex","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Surrey, East and West Sussex","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Hampshire and Isle of Wight","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Hampshire and Isle of Wight","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Hampshire and Isle of Wight","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Hampshire and Isle of Wight","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Hampshire and Isle of Wight","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Hampshire and Isle of Wight","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Kent","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Kent","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Kent","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Kent","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Kent","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Kent","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Gloucestershire, Wiltshire and Bristol/Bath area","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Gloucestershire, Wiltshire and Bristol/Bath area","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Gloucestershire, Wiltshire and Bristol/Bath area","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Gloucestershire, Wiltshire and Bristol/Bath area","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Gloucestershire, Wiltshire and Bristol/Bath area","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Gloucestershire, Wiltshire and Bristol/Bath area","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Dorset and Somerset","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Dorset and Somerset","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Dorset and Somerset","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Dorset and Somerset","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Dorset and Somerset","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Dorset and Somerset","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Cornwall and Isles of Scilly","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Cornwall and Isles of Scilly","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Cornwall and Isles of Scilly","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Cornwall and Isles of Scilly","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Cornwall and Isles of Scilly","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Cornwall and Isles of Scilly","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Devon","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Devon","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Devon","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Devon","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Devon","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Devon","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Wales and The Valleys","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Wales and The Valleys","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Wales and The Valleys","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Wales and The Valleys","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Wales and The Valleys","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","West Wales and The Valleys","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Wales","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Wales","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Wales","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Wales","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Wales","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","East Wales","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","North Eastern Scotland","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","North Eastern Scotland","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","North Eastern Scotland","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","North Eastern Scotland","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","North Eastern Scotland","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","North Eastern Scotland","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Highlands and Islands","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Highlands and Islands","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Highlands and Islands","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Highlands and Islands","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Highlands and Islands","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Highlands and Islands","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Northern Ireland (UK)","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Northern Ireland (UK)","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Northern Ireland (UK)","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Northern Ireland (UK)","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Northern Ireland (UK)","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2017","Northern Ireland (UK)","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Tees Valley and Durham","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Tees Valley and Durham","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Tees Valley and Durham","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Tees Valley and Durham","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Tees Valley and Durham","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Tees Valley and Durham","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Northumberland and Tyne and Wear","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Northumberland and Tyne and Wear","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Northumberland and Tyne and Wear","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Northumberland and Tyne and Wear","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Northumberland and Tyne and Wear","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Northumberland and Tyne and Wear","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Cumbria","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Cumbria","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Cumbria","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Cumbria","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Cumbria","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Cumbria","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Greater Manchester","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Greater Manchester","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Greater Manchester","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Greater Manchester","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Greater Manchester","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Greater Manchester","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Lancashire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Lancashire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2018","Lancashire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
