"TIME","GEO","ACCOMUNIT","UNIT","NACE_R2","Value","Flag and Footnotes"
"2016","Tees Valley and Durham","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","658",""
"2016","Tees Valley and Durham","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.66",""
"2016","Tees Valley and Durham","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Tees Valley and Durham","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Tees Valley and Durham","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","29,051",""
"2016","Tees Valley and Durham","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.05",""
"2016","Northumberland and Tyne and Wear","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,812",""
"2016","Northumberland and Tyne and Wear","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.05",""
"2016","Northumberland and Tyne and Wear","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Northumberland and Tyne and Wear","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Northumberland and Tyne and Wear","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","62,336",""
"2016","Northumberland and Tyne and Wear","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.01",""
"2016","Cumbria","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5,286",""
"2016","Cumbria","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-1.97",""
"2016","Cumbria","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Cumbria","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Cumbria","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","84,076",""
"2016","Cumbria","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.39",""
"2016","Greater Manchester","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","533",""
"2016","Greater Manchester","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.65",""
"2016","Greater Manchester","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Greater Manchester","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Greater Manchester","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","75,381",""
"2016","Greater Manchester","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0",""
"2016","Lancashire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,890",""
"2016","Lancashire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.59",""
"2016","Lancashire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Lancashire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Lancashire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","123,675",""
"2016","Lancashire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.33",""
"2016","Cheshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","719",""
"2016","Cheshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.23",""
"2016","Cheshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Cheshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Cheshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","50,093",""
"2016","Cheshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0",""
"2016","Merseyside","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","475",""
"2016","Merseyside","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-5.75",""
"2016","Merseyside","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Merseyside","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Merseyside","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","43,111",""
"2016","Merseyside","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0",""
"2016","East Yorkshire and Northern Lincolnshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","704",""
"2016","East Yorkshire and Northern Lincolnshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.61",""
"2016","East Yorkshire and Northern Lincolnshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","East Yorkshire and Northern Lincolnshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","East Yorkshire and Northern Lincolnshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","23,941",""
"2016","East Yorkshire and Northern Lincolnshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.27",""
"2016","North Yorkshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,175",""
"2016","North Yorkshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.13",""
"2016","North Yorkshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","North Yorkshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","North Yorkshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","128,010",""
"2016","North Yorkshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.01",""
"2016","South Yorkshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","362",""
"2016","South Yorkshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-6.94",""
"2016","South Yorkshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","South Yorkshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","South Yorkshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","26,364",""
"2016","South Yorkshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.57",""
"2016","West Yorkshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","748",""
"2016","West Yorkshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.73",""
"2016","West Yorkshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","West Yorkshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","West Yorkshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","50,118",""
"2016","West Yorkshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0",""
"2016","Derbyshire and Nottinghamshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,486",""
"2016","Derbyshire and Nottinghamshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.46",""
"2016","Derbyshire and Nottinghamshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Derbyshire and Nottinghamshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Derbyshire and Nottinghamshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","71,301",""
"2016","Derbyshire and Nottinghamshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-1.56",""
"2016","Leicestershire, Rutland and Northamptonshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","882",""
"2016","Leicestershire, Rutland and Northamptonshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.08",""
"2016","Leicestershire, Rutland and Northamptonshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Leicestershire, Rutland and Northamptonshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Leicestershire, Rutland and Northamptonshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","57,855",""
"2016","Leicestershire, Rutland and Northamptonshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0",""
"2016","Lincolnshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,625",""
"2016","Lincolnshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-5.8",""
"2016","Lincolnshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Lincolnshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Lincolnshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","57,943",""
"2016","Lincolnshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.01",""
"2016","Herefordshire, Worcestershire and Warwickshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,530",""
"2016","Herefordshire, Worcestershire and Warwickshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.14",""
"2016","Herefordshire, Worcestershire and Warwickshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Herefordshire, Worcestershire and Warwickshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Herefordshire, Worcestershire and Warwickshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","59,339",""
"2016","Herefordshire, Worcestershire and Warwickshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0",""
"2016","Shropshire and Staffordshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,195",""
"2016","Shropshire and Staffordshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.16",""
"2016","Shropshire and Staffordshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Shropshire and Staffordshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Shropshire and Staffordshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","44,636",""
"2016","Shropshire and Staffordshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.03",""
"2016","West Midlands","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","528",""
"2016","West Midlands","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.3",""
"2016","West Midlands","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","West Midlands","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","West Midlands","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","69,497",""
"2016","West Midlands","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3.11",""
"2016","East Anglia","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,926",""
"2016","East Anglia","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-5.63",""
"2016","East Anglia","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","East Anglia","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","East Anglia","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","90,831",""
"2016","East Anglia","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.22",""
"2016","Bedfordshire and Hertfordshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","449",""
"2016","Bedfordshire and Hertfordshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-8.37",""
"2016","Bedfordshire and Hertfordshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Bedfordshire and Hertfordshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Bedfordshire and Hertfordshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","39,629",""
"2016","Bedfordshire and Hertfordshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-3.32",""
"2016","Essex","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","585",""
"2016","Essex","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-4.57",""
"2016","Essex","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Essex","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Essex","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","55,222",""
"2016","Essex","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.01",""
"2016","Inner London - West","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,243",""
"2016","Inner London - West","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-6.4",""
"2016","Inner London - West","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Inner London - West","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Inner London - West","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","229,458",""
"2016","Inner London - West","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.28",""
"2016","Inner London - East","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","833",""
"2016","Inner London - East","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-6.3",""
"2016","Inner London - East","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Inner London - East","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Inner London - East","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","152,971",""
"2016","Inner London - East","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.28",""
"2016","Outer London - East and North East","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","329",""
"2016","Outer London - East and North East","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-8.86",""
"2016","Outer London - East and North East","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Outer London - East and North East","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Outer London - East and North East","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","42,318",""
"2016","Outer London - East and North East","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.42",""
"2016","Outer London - South","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","289",""
"2016","Outer London - South","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-8.83",""
"2016","Outer London - South","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Outer London - South","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Outer London - South","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","37,029",""
"2016","Outer London - South","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.42",""
"2016","Outer London - West and North West","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","206",""
"2016","Outer London - West and North West","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-7.62",""
"2016","Outer London - West and North West","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Outer London - West and North West","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Outer London - West and North West","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","26,449",""
"2016","Outer London - West and North West","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.42",""
"2016","Berkshire, Buckinghamshire and Oxfordshire","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,062",""
"2016","Berkshire, Buckinghamshire and Oxfordshire","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-1.39",""
"2016","Berkshire, Buckinghamshire and Oxfordshire","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Berkshire, Buckinghamshire and Oxfordshire","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Berkshire, Buckinghamshire and Oxfordshire","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","122,933",""
"2016","Berkshire, Buckinghamshire and Oxfordshire","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.72",""
"2016","Surrey, East and West Sussex","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,183",""
"2016","Surrey, East and West Sussex","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-2.48",""
"2016","Surrey, East and West Sussex","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Surrey, East and West Sussex","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Surrey, East and West Sussex","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","182,942",""
"2016","Surrey, East and West Sussex","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.1",""
"2016","Hampshire and Isle of Wight","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,474",""
"2016","Hampshire and Isle of Wight","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-1.95",""
"2016","Hampshire and Isle of Wight","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Hampshire and Isle of Wight","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Hampshire and Isle of Wight","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","155,578",""
"2016","Hampshire and Isle of Wight","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.04",""
"2016","Kent","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,916",""
"2016","Kent","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-2.18",""
"2016","Kent","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Kent","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Kent","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","88,152",""
"2016","Kent","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0",""
"2016","Gloucestershire, Wiltshire and Bristol/Bath area","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,549",""
"2016","Gloucestershire, Wiltshire and Bristol/Bath area","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-2.22",""
"2016","Gloucestershire, Wiltshire and Bristol/Bath area","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Gloucestershire, Wiltshire and Bristol/Bath area","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Gloucestershire, Wiltshire and Bristol/Bath area","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","138,587",""
"2016","Gloucestershire, Wiltshire and Bristol/Bath area","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.11",""
"2016","Dorset and Somerset","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,520",""
"2016","Dorset and Somerset","Establishments","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-5.32",""
"2016","Dorset and Somerset","Bedrooms","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Dorset and Somerset","Bedrooms","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2016","Dorset and Somerset","Bedplaces","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","261,238",""
"2016","Dorset and Somerset","Bedplaces","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.41",""
"2016","Cornwall and Isles of Scilly","Establishments","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5,843",""
